0,2735,1,1,16,1
0,2745,1,1,16,1
0,2748,1,1,16,1
0,2762,1,1,16,1
0,2773,1,1,16,1
0,2783,1,1,17,1
0,2798,1,1,17,1
0,2812,1,1,17,1
0,2821,1,1,17,1
0,2821,1,1,17,1
0,2812,1,1,17,1
0,2812,1,1,18,1
0,2811,1,1,18,1
0,2813,1,1,18,1
0,2821,1,1,18,1
0,2844,1,1,18,1
0,2846,1,1,19,1
1,2845,1,1,19,1
0,2839,1,1,19,1
0,2831,1,1,19,1
0,2816,1,1,19,1
1,2809,1,1,19,1
0,2802,1,1,20,1
0,2800,1,1,20,0
0,2793,1,1,20,0
0,2771,0,0,20,0
0,2758,0,0,20,0
0,2745,0,0,20,0
0,2735,0,0,21,0
0,2726,0,0,21,0
0,2717,0,0,21,0
0,2708,0,0,21,0
0,2703,0,0,21,0
0,2694,0,0,21,0
0,2684,0,0,22,0
0,2675,0,0,22,0
0,2669,0,0,22,0
0,2660,0,0,22,0
0,2653,0,0,22,0
0,2645,0,0,22,0
0,2638,0,0,23,0
0,2629,0,0,23,0
0,2623,0,0,23,0
0,2613,0,0,23,0
0,2603,0,0,23,0
0,2593,0,0,23,0
0,2589,0,0,0,0
0,2597,0,0,0,0
0,2617,0,0,0,0
0,2624,1,1,0,0
0,2629,1,1,0,0
0,2631,1,1,0,0
0,2638,1,1,1,0
0,2634,1,1,1,0
0,2635,1,1,1,0
0,2632,1,1,1,0
0,2625,1,1,1,0
0,2618,1,1,1,0
0,2612,1,1,2,0
0,2606,1,1,2,0
0,2586,1,1,2,0
0,2574,1,1,2,0
0,2563,1,1,2,0
0,2552,1,1,2,0
0,2548,1,1,3,0
0,2541,1,1,3,0
0,2537,1,1,3,0
0,2528,1,1,3,0
0,2521,1,1,3,0
0,2513,1,1,3,0
0,2504,1,1,4,0
0,2505,1,1,4,0
0,2496,1,1,4,0
0,2485,1,1,4,0
0,2481,1,1,4,0
0,2474,1,1,4,0
0,2466,1,1,5,0
0,2458,1,1,5,0
0,2454,1,1,5,0
0,2449,1,1,5,0
0,2443,1,1,5,0
0,2441,1,1,5,0
0,2436,1,1,6,0
0,2427,1,1,6,0
0,2420,1,1,6,0
0,2408,1,1,6,0
0,2406,1,1,6,0
0,2402,1,1,6,0
0,2401,1,1,7,0
0,2405,1,1,7,0
0,2406,1,1,7,0
0,2399,1,1,7,0
0,2407,1,1,7,0
0,2434,1,1,7,0
0,2447,1,1,8,0
0,2455,1,1,8,0
0,2466,1,1,8,0
0,2475,1,1,8,0
0,2484,1,1,8,0
0,2495,1,1,8,0
0,2506,1,1,9,0
0,2517,1,1,9,0
0,2527,1,1,9,0
0,2534,1,1,9,0
0,2546,1,1,9,0
0,2554,1,1,9,0
0,2563,1,1,10,0
0,2573,1,1,10,0
0,2591,1,1,10,0
0,2614,1,1,10,0
0,2635,1,1,10,0
0,2654,1,1,10,0
1,2667,1,1,11,0
0,2680,1,1,11,0
0,2686,1,1,11,0
0,2686,1,1,11,0
0,2688,1,1,11,0
0,2691,1,1,12,0
0,2694,1,1,12,0
0,2694,1,1,12,0
0,2694,1,1,12,0
0,2698,1,1,12,0
0,2707,1,1,13,0
0,2713,1,1,13,0
0,2714,1,1,13,0
0,2714,1,1,13,0
0,2714,1,1,13,0
0,2726,1,1,13,0
0,2718,1,1,13,0
0,2717,1,1,13,0
0,2712,1,1,14,0
0,2714,1,1,14,0
0,2719,1,1,14,0
0,2719,1,1,14,0
0,2719,1,1,14,0
0,2726,1,1,14,0
0,2726,1,1,14,0
0,2730,1,1,14,0
0,2730,1,1,14,0
0,2729,1,1,14,0
0,2738,1,1,14,0
0,2747,1,1,15,0
0,2751,1,1,15,0
0,2753,1,1,15,0
0,2753,1,1,15,0
0,2756,1,1,15,0
0,2759,1,1,15,0
0,2761,1,1,15,0
0,2764,1,1,15,0
0,2764,1,1,15,0
0,2774,1,1,16,0
0,2776,1,1,16,0
0,2763,1,1,16,0
0,2762,1,1,16,0
0,2761,1,1,16,0
0,2758,1,1,16,0
0,2759,1,1,17,0
0,2761,1,1,17,0
0,2762,1,1,17,0
0,2763,1,1,17,0
0,2764,1,1,17,0
0,2768,1,1,17,0
0,2772,1,1,18,0
0,2773,1,1,18,0
0,2775,1,1,18,0
0,2775,1,1,18,0
0,2779,1,1,18,0
0,2776,1,1,18,0
0,2778,1,1,19,0
0,2779,1,1,19,0
0,2780,1,1,19,0
0,2780,1,1,19,0
0,2780,1,1,19,0
0,2785,1,1,19,0
0,2791,1,1,20,0
0,2795,1,1,20,0
0,2795,1,1,20,0
0,2795,1,1,20,0
0,2795,1,1,20,0
0,2798,1,1,20,0
0,2798,1,1,20,0
0,2801,1,1,20,0
0,2801,1,1,20,0
0,2801,1,1,20,0
0,2801,1,1,20,0
0,2801,1,1,20,0
0,2801,1,1,20,0
0,2797,1,1,20,0
0,2797,1,1,20,0
0,2802,1,1,20,0
0,2802,1,1,20,0
0,2802,1,1,20,0
0,2801,1,1,20,0
0,2796,1,1,21,0
0,2785,1,1,21,0
0,2772,0,1,21,0
0,2771,0,1,21,0
0,2768,0,1,21,0
0,2768,0,1,21,0
0,2768,0,1,22,0
0,2751,0,0,22,0
0,2755,0,0,22,0
0,2744,0,0,22,0
0,2730,0,1,22,0
0,2731,0,1,22,0
0,2721,0,1,23,0
0,2712,0,1,23,0
0,2712,1,1,23,0
0,2711,1,1,23,0
0,2711,1,1,23,0
0,2712,1,1,23,0
0,2712,1,1,23,0
0,2711,1,1,23,0
0,2708,1,1,23,0
0,2707,1,1,23,0
0,2707,1,1,23,0
0,2705,1,1,23,0
0,2705,1,1,0,0
0,2705,1,1,0,0
0,2705,1,1,0,0
0,2711,1,1,0,0
0,2711,1,1,0,0
0,2712,1,1,0,0
0,2712,1,1,0,0
0,2712,1,1,0,0
0,2713,1,1,0,0
0,2719,1,1,0,0
0,2718,1,1,0,0
0,2714,1,1,0,0
0,2716,1,1,0,0
0,2716,1,1,1,0
0,2711,1,1,1,0
0,2699,1,1,1,0
0,2699,1,1,1,0
0,2697,1,1,1,0
0,2697,1,1,1,0
0,2697,1,1,1,0
0,2691,1,1,1,0
0,2691,1,1,1,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2685,1,1,2,0
0,2682,1,1,2,0
0,2682,1,1,2,0
0,2679,1,1,2,0
0,2679,1,1,2,0
0,2679,1,1,2,0
0,2679,1,1,2,0
0,2679,1,1,2,0
0,2679,1,1,2,0
0,2676,1,1,2,0
0,2671,1,1,2,0
0,2628,1,1,2,0
0,2608,1,1,2,0
0,2602,1,1,3,0
0,2588,1,1,3,0
0,2583,1,1,3,0
0,2582,1,1,3,0
0,2580,1,1,3,0
0,2567,1,1,3,0
0,2553,1,1,4,0
0,2544,1,1,4,0
0,2528,1,1,4,0
0,2521,1,1,4,0
0,2522,1,1,4,0
0,2520,1,1,4,0
0,2494,1,1,5,0
0,2474,1,1,5,0
0,2468,1,1,5,0
0,2466,1,1,5,0
0,2447,1,1,5,0
0,2445,1,1,5,0
0,2427,1,1,6,0
0,2389,1,1,6,0
0,2381,1,1,6,0
0,2380,1,1,6,0
0,2375,1,1,6,0
0,2371,1,1,6,0
0,2391,1,1,7,0
0,2371,1,1,7,0
0,2377,1,1,7,0
0,2367,1,0,7,0
0,2344,1,0,7,0
0,2325,1,0,7,0
0,2359,1,0,8,0
0,2381,1,1,8,0
0,2390,1,1,8,0
0,2401,1,0,8,0
0,2403,1,0,8,0
0,2402,1,0,8,0
0,2405,1,0,9,0
0,2409,1,0,9,0
0,2420,1,0,9,0
0,2409,1,0,9,0
0,2402,1,0,9,0
0,2422,1,0,9,0
0,2430,1,0,10,0
0,2438,1,0,10,0
0,2448,1,0,10,0
0,2461,1,0,10,0
0,2468,1,0,10,0
0,2478,1,1,10,0
0,2490,1,1,11,0
0,2498,1,1,11,0
0,2500,1,1,11,0
0,2502,0,1,11,0
0,2511,0,1,11,0
0,2513,0,1,11,0
0,2515,0,1,12,0
0,2513,0,1,12,0
0,2507,0,1,12,0
0,2502,0,1,12,0
0,2505,0,1,12,0
0,2514,0,1,12,0
0,2522,0,1,13,0
0,2523,0,1,13,0
0,2519,0,1,13,0
0,2517,0,1,13,0
0,2521,0,1,13,0
0,2523,0,1,13,0
0,2527,0,1,14,0
0,2527,0,1,14,0
0,2529,0,1,14,0
0,2536,0,1,14,0
0,2536,0,1,14,0
0,2537,0,1,14,0
0,2537,1,1,14,0
0,2532,1,1,15,0
0,2519,1,1,15,0
0,2519,1,1,15,0
0,2519,1,1,15,0
0,2519,1,1,15,0
0,2514,1,1,15,0
0,2514,1,1,15,0
0,2514,1,1,15,0
0,2514,1,1,15,0
0,2517,1,1,15,0
0,2517,1,1,15,0
0,2517,1,1,15,0
0,2517,1,1,15,0
